id,client_id,card_brand,card_number,expires,cvv,credit_limit,acct_open_date,year_pin_last_changed,days_since_last_trx,count_nonfraud_trx_L6M,amt_nonfraud_trx_L6M,count_fraud_trx_L6M,amt_fraud_trx_L6M
1456,1092,JCB,"6,732E+15",07/2028,82,Rp15.062.000,07/2022,2025,604,,,,
1457,281,JCB,6057750888394995,10/2028,941,Rp15.690.000,10/2022,2025,604,,,,
1458,1318,JCB,6429670593440596,05/2028,863,Rp27.144.000,05/2022,2025,604,,,,
1459,1679,Mastercard,"5,65638E+15",01/2027,547,Rp40.551.000,01/2021,2025,604,,,,
1460,309,Mastercard,5979295728871785,02/2026,630,Rp15.602.000,02/2020,2025,604,,,,
1461,482,Mastercard,5392697458480962,02/2026,886,Rp18.985.000,02/2020,2025,604,,,,
1462,128,Mastercard,5079116875907423,01/2030,849,Rp12.238.000,01/2024,2025,604,,,,
1463,1231,Mastercard,5058769177189803,02/2026,12,Rp14.262.000,02/2020,2025,604,,,,
1464,970,Mastercard,5637149260486793,07/2028,630,Rp7.688.000,07/2022,2025,604,,,,
1465,381,Mastercard,5115700923413241,04/2028,587,Rp28.399.000,04/2022,2025,604,,,,
1466,54,Mastercard,5957925302951752,08/2026,746,Rp25.692.000,08/2020,2025,604,,,,
1467,749,Mastercard,5498016831726771,02/2026,871,Rp11.297.000,02/2020,2025,604,,,,
1468,1219,Mastercard,5546998350637125,02/2026,718,Rp35.612.000,02/2020,2025,604,,,,
1469,1493,Mastercard,5157439545898691,03/2026,657,Rp20.397.000,03/2020,2025,604,,,,
1470,1161,Mastercard,"5,59712E+15",08/2030,934,Rp25.261.000,02/2025,2025,604,,,,
1471,1161,Mastercard,5808372218918202,09/2029,138,Rp11.970.000,09/2023,2025,604,,,,
1472,1738,Mastercard,"5,13334E+15",04/2030,497,Rp29.340.000,02/2025,2025,604,,,,
1473,713,Mastercard,5137811039972629,06/2028,170,Rp28.400.000,06/2022,2025,604,,,,
1474,1631,Mastercard,5782138554730431,02/2026,217,Rp32.792.000,02/2020,2025,604,,,,
1475,1265,Mastercard,"5,65888E+15",02/2026,190,Rp28.746.000,02/2020,2025,604,,,,
1476,307,Mastercard,5956798767354537,04/2026,927,Rp18.076.000,04/2020,2025,604,,,,
1477,953,Mastercard,5779387577644606,02/2028,421,Rp21.009.000,02/2022,2025,604,,,,
1478,1866,Mastercard,5073514573038606,02/2029,802,Rp4.873.000,02/2023,2025,604,,,,
1480,1109,Mastercard,5607458054846909,08/2029,252,Rp15.335.000,08/2023,2025,604,,,,
1481,1301,Mastercard,5016998590035219,02/2026,597,Rp47.577.000,02/2020,2025,604,,,,
1482,1399,Mastercard,5314005209195975,08/2028,991,Rp13.650.000,08/2022,2025,604,,,,
1483,431,Mastercard,5157956439521808,07/2029,657,Rp25.743.000,07/2023,2025,604,,,,
1484,353,Mastercard,"5,31688E+15",05/2026,122,Rp16.145.000,05/2020,2025,604,,,,
1485,792,Mastercard,5124153601404702,02/2028,6,Rp23.719.000,02/2022,2025,604,,,,
1487,1990,Mastercard,5702517198112781,02/2026,24,Rp26.552.000,02/2020,2025,604,,,,
1488,540,Mastercard,5128972927503172,07/2028,466,Rp369.000,07/2022,2025,604,,,,
1489,607,Mastercard,5674179618380471,02/2026,303,Rp15.533.000,02/2020,2025,604,,,,
1490,698,Mastercard,5568521915813745,04/2029,226,Rp52.687.000,04/2023,2025,604,,,,
1491,745,Mastercard,5953949146709597,01/2030,474,Rp17.887.000,01/2024,2025,604,,,,
1492,1948,Mastercard,5540056584502163,03/2028,749,Rp24.947.000,03/2022,2025,604,,,,
1493,1011,Mastercard,5256742061038585,05/2030,930,Rp33.686.000,02/2025,2025,604,,,,
1494,1803,Mastercard,5717616835023183,12/2029,840,Rp26.450.000,12/2023,2025,604,,,,
1495,806,Mastercard,5741290693284534,01/2030,500,Rp62.875.000,01/2024,2025,604,,,,
1496,806,Mastercard,5007745667422003,08/2029,279,Rp34.518.000,08/2023,2025,604,,,,
1498,1273,Mastercard,5450176266666014,08/2026,94,Rp18.357.000,08/2020,2025,604,,,,
1500,963,Mastercard,5407128452594549,02/2026,444,Rp25.758.000,02/2020,2025,604,,,,
1501,930,Mastercard,5140347165185819,02/2026,633,Rp7.845.000,02/2020,2025,604,,,,
1502,1377,Mastercard,5367393978634449,02/2026,488,Rp33.699.000,02/2020,2025,604,,,,
1503,229,Mastercard,"5,61318E+15",04/2027,874,Rp12.395.000,04/2021,2025,604,,,,
1505,1218,Mastercard,5358649877200807,02/2026,384,Rp20.199.000,02/2020,2025,604,,,,
1506,1401,Mastercard,"5,94962E+15",02/2026,513,Rp19.721.000,02/2020,2025,604,,,,
1507,1560,Mastercard,5308155941746073,02/2029,627,Rp5.178.000,02/2023,2025,604,,,,
1508,183,Mastercard,5445140227910187,02/2026,611,Rp17.573.000,02/2020,2025,604,,,,
1509,411,Mastercard,5350446523909333,05/2029,611,Rp58.354.000,05/2023,2025,604,,,,
1510,421,Mastercard,5331334705575605,06/2029,453,Rp37.460.000,06/2023,2025,604,,,,
1511,1457,Mastercard,5017560063090859,02/2030,331,Rp8.473.000,02/2025,2025,604,,,,
1512,1457,Mastercard,5582785061995756,01/2028,82,Rp24.844.000,01/2022,2025,604,,,,
1513,1457,Mastercard,5159912190298033,09/2030,479,Rp19.142.000,02/2025,2025,604,,,,
1515,586,Mastercard,5161769445279594,03/2028,746,Rp23.791.000,03/2022,2025,604,,,,
1516,664,Mastercard,5283468482627174,12/2029,465,Rp2.642.000,12/2023,2025,604,,,,
1517,485,Mastercard,5832889444154326,11/2027,820,Rp18.265.000,11/2021,2025,604,,,,
1518,283,Mastercard,5529511387485539,12/2026,568,Rp10.826.000,12/2020,2025,604,,,,
1519,355,Mastercard,5676668792174428,07/2030,869,Rp4.276.000,02/2025,2025,604,,,,
1520,1172,Mastercard,5496286717273458,11/2027,8,Rp9.414.000,11/2021,2025,604,,,,
1521,1255,Mastercard,5040609131348655,12/2029,98,Rp20.601.000,12/2023,2025,604,,,,
1522,1932,Mastercard,5050180938587173,07/2027,518,Rp635.000,07/2021,2025,604,,,,
1523,422,Mastercard,5764720476661124,08/2029,350,Rp20.251.000,08/2023,2025,604,,,,
1524,276,Mastercard,5579968242146941,03/2027,908,Rp15.106.000,03/2021,2025,604,,,,
1525,936,Mastercard,5169330864187609,10/2026,927,Rp23.734.000,10/2020,2025,604,,,,
1526,1978,Mastercard,5293367010895796,02/2026,489,Rp23.692.000,02/2020,2025,604,,,,
1527,1243,Mastercard,5867870962214065,02/2026,278,Rp2.736.000,02/2020,2025,604,,,,
1528,874,Mastercard,5578581367019951,03/2026,532,Rp44.036.000,03/2020,2025,604,,,,
1529,1317,Mastercard,5171047603573611,05/2026,472,Rp12.238.000,05/2020,2025,604,,,,
1531,685,Mastercard,5208287929207582,01/2028,668,Rp32.587.000,01/2022,2025,604,,,,
1532,685,Mastercard,5568206290590571,06/2029,658,Rp25.686.000,06/2023,2025,604,,,,
1533,685,Mastercard,5316978994490034,10/2026,145,Rp19.612.000,10/2020,2025,604,,,,
1534,685,Mastercard,5548416164877894,02/2026,573,Rp29.773.000,02/2020,2025,604,,,,
1535,1473,Mastercard,"5,09044E+15",06/2028,678,Rp21.128.000,06/2022,2025,604,,,,
1537,736,Mastercard,5428449359468275,05/2030,692,Rp21.182.000,02/2025,2025,604,,,,
1538,808,Mastercard,5366108681709753,06/2028,691,Rp19.810.000,06/2022,2025,604,,,,
1539,1608,Mastercard,5604896104987546,07/2028,330,Rp23.717.000,07/2022,2025,604,,,,
1540,143,Mastercard,5969614895288925,02/2026,729,Rp33.305.000,02/2020,2025,604,,,,
1541,143,Mastercard,5183544081050284,05/2028,754,Rp34.429.000,05/2022,2025,604,,,,
1542,423,Mastercard,5643186470669851,09/2028,12,Rp28.683.000,09/2022,2025,604,,,,
1543,270,Mastercard,5690579854372424,09/2026,790,Rp39.046.000,09/2020,2025,604,,,,
1544,1751,Mastercard,5089899761133479,02/2027,743,Rp7.217.000,02/2021,2025,604,,,,
1546,1619,Mastercard,5218007897890577,12/2027,185,Rp12.552.000,12/2021,2025,604,,,,
1547,1146,Mastercard,5078853441156478,03/2026,930,Rp45.917.000,03/2020,2025,604,,,,
1548,1146,Mastercard,5547476180953081,02/2026,765,Rp34.902.000,02/2020,2025,604,,,,
1549,1146,Mastercard,5788341339048168,10/2027,750,Rp26.717.000,10/2021,2025,604,,,,
1550,1111,Mastercard,5222647370028655,02/2026,719,Rp14.435.000,02/2020,2025,604,,,,
1551,1111,Mastercard,5809837164960502,02/2026,924,Rp28.190.000,02/2020,2025,604,,,,
1552,1574,Mastercard,5782529755084769,04/2029,269,Rp20.650.000,04/2023,2025,604,,,,
1553,1056,Mastercard,5227469913438853,02/2030,788,Rp65.609.000,02/2025,2025,604,,,,
1554,25,Mastercard,5947629329454123,02/2026,571,Rp6.276.000,02/2020,2025,604,,,,
1556,1253,Mastercard,5969016640971734,02/2026,625,Rp38.349.000,02/2020,2025,604,,,,
1557,1303,Mastercard,5483162440698414,03/2029,973,Rp30.280.000,03/2023,2025,604,,,,
1559,731,Mastercard,"5,44835E+15",06/2026,592,Rp13.964.000,06/2020,2025,604,,,,
1560,1532,Mastercard,5146721520853896,06/2028,597,Rp29.259.000,06/2022,2025,604,,,,
1561,787,Mastercard,5736136415216037,02/2026,332,Rp30.596.000,02/2020,2025,604,,,,
1562,251,Mastercard,5179703588055807,01/2028,41,Rp23.216.000,01/2022,2025,604,,,,
1563,1351,Mastercard,5250335239588576,02/2026,728,Rp21.338.000,02/2020,2025,604,,,,
1564,1935,Mastercard,5677329350701316,10/2026,768,Rp32.470.000,10/2020,2025,604,,,,
1565,1865,Mastercard,5571567914533589,01/2029,845,Rp57.896.000,01/2023,2025,604,,,,
1566,268,Mastercard,5458281950154231,02/2026,671,Rp4.727.000,02/2020,2025,604,,,,
1568,1495,Mastercard,5545501337471546,02/2026,42,Rp44.227.000,02/2020,2025,604,,,,
1569,439,Mastercard,5332016559235674,02/2026,171,Rp16.945.000,02/2020,2025,604,,,,
1570,1929,Mastercard,5950513884296124,02/2026,729,Rp38.560.000,02/2020,2025,604,,,,
1571,95,Mastercard,5538497557105107,02/2026,247,Rp54.692.000,02/2020,2025,604,,,,
1572,1778,Mastercard,5995738761199496,09/2027,674,Rp16.060.000,09/2021,2025,604,,,,
1573,788,Mastercard,5109840055437737,12/2030,456,Rp22.441.000,02/2025,2025,604,,,,
1574,715,Mastercard,5098630896285808,04/2029,18,Rp102.275.000,04/2023,2025,604,,,,
1575,1760,Mastercard,5416703809937284,10/2030,938,Rp16.823.000,02/2025,2025,604,,,,
1576,254,Mastercard,5752088223667735,12/2027,728,Rp27.589.000,12/2021,2025,604,,,,
1578,1327,Mastercard,5190283651450153,11/2028,789,Rp24.345.000,11/2022,2025,604,,,,
1579,1327,Mastercard,5392366156419139,08/2027,97,Rp28.967.000,08/2021,2025,604,,,,
1580,1471,Mastercard,"5,17133E+15",02/2030,23,Rp9.257.000,02/2025,2025,604,,,,
1582,367,Mastercard,"5,39577E+15",04/2030,11,Rp9.728.000,02/2025,2025,604,,,,
1583,1838,Mastercard,5230052090763944,06/2030,621,Rp3.122.000,02/2025,2025,604,,,,
1584,1740,Mastercard,5489350596141116,11/2027,288,Rp35.183.000,11/2021,2025,604,,,,
1585,1440,Mastercard,5351854633422435,11/2027,520,Rp15.282.000,11/2021,2025,604,,,,
1586,1483,Mastercard,5411753379806538,08/2027,353,Rp31.305.000,08/2021,2025,604,,,,
1588,1961,Mastercard,5207287536817619,02/2026,808,Rp13.600.000,02/2020,2025,604,,,,
1589,1961,Mastercard,"5,14114E+15",02/2026,787,Rp16.004.000,02/2020,2025,604,,,,
1590,1216,Mastercard,5163175843379239,10/2030,239,Rp34.204.000,02/2025,2025,604,,,,
1592,347,Mastercard,5633556097120826,02/2026,849,Rp28.000.000,02/2020,2025,604,,,,
1593,1795,Mastercard,5205432675858937,02/2026,584,Rp9.249.000,02/2020,2025,604,,,,
1594,1795,Mastercard,5206418326928308,10/2027,897,Rp29.640.000,10/2021,2025,604,,,,
1595,1795,Mastercard,5708264357731832,06/2030,418,Rp19.926.000,02/2025,2025,604,,,,
1597,401,Mastercard,5053048068364098,08/2030,114,Rp18.687.000,02/2025,2025,604,,,,
1598,509,Mastercard,5125572827019758,09/2030,88,Rp15.533.000,02/2025,2025,604,,,,
1599,1991,Mastercard,5851336463259847,03/2030,326,Rp28.057.000,02/2025,2025,604,,,,
1600,1539,Mastercard,5729767434317024,09/2026,422,Rp9.728.000,09/2020,2025,604,,,,
1601,206,Mastercard,5447278925047092,08/2026,509,Rp29.042.000,08/2020,2025,604,,,,
1602,926,Mastercard,"5,65571E+15",06/2026,824,Rp3.248.000,06/2020,2025,604,,,,
1603,115,Mastercard,5253234186328777,02/2030,926,Rp87.472.000,02/2025,2025,604,,,,
1604,294,Mastercard,"5,75032E+15",03/2028,157,Rp31.948.000,03/2022,2025,604,,,,
1605,292,Mastercard,5968272205938865,01/2029,325,Rp34.025.000,01/2023,2025,604,,,,
1606,956,Mastercard,5291344771165863,02/2026,383,Rp46.369.000,02/2020,2025,604,,,,
1607,693,Mastercard,5064466274717398,06/2029,294,Rp61.370.000,06/2023,2025,604,,,,
1608,1822,Mastercard,5664759161976809,06/2030,550,Rp18.238.000,02/2025,2025,604,,,,
1609,1180,Mastercard,5950036485745255,10/2026,85,Rp15.127.000,10/2020,2025,604,,,,
1610,1555,Mastercard,5044161315330869,01/2027,635,Rp8.291.000,01/2021,2025,604,,,,
1611,1656,Mastercard,5633119819093513,03/2030,914,Rp25.755.000,02/2025,2025,604,,,,
1612,568,Mastercard,5938598749066574,02/2026,412,Rp3.022.000,02/2020,2025,604,,,,
1613,104,Mastercard,"5,14264E+15",02/2026,219,Rp7.726.000,02/2020,2025,604,,,,
1614,1136,Mastercard,5672629395790529,04/2028,509,Rp34.623.000,04/2022,2025,604,,,,
1615,1460,Mastercard,"5,40468E+15",01/2027,360,Rp13.842.000,01/2021,2025,604,,,,
1616,1436,Mastercard,5936573293417599,02/2026,173,Rp12.808.000,02/2020,2025,604,,,,
1617,1436,Mastercard,5754933315571734,08/2030,524,Rp5.648.000,02/2025,2025,604,,,,
1618,324,Mastercard,5946098082933887,02/2026,492,Rp59.090.000,02/2020,2025,604,,,,
1619,324,Mastercard,5014002698424637,01/2028,789,Rp49.064.000,01/2022,2025,604,,,,
1620,412,Mastercard,5652463737028904,02/2026,322,Rp11.730.000,02/2020,2025,604,,,,
1621,35,Mastercard,5614214525430856,08/2030,54,Rp14.890.000,02/2025,2025,604,,,,
1622,0,Mastercard,"5,69179E+15",06/2027,451,Rp48.652.000,06/2021,2025,604,,,,
1623,0,Mastercard,5472791324252431,04/2026,138,Rp40.101.000,04/2020,2025,604,,,,
1624,1919,Mastercard,5266317582741981,08/2026,276,Rp77.987.000,08/2020,2025,604,,,,
1625,880,Mastercard,5752353826326176,05/2027,929,Rp15.911.000,05/2021,2025,604,,,,
1626,522,Mastercard,"5,46773E+15",10/2030,991,Rp16.004.000,02/2025,2025,604,,,,
1627,131,Mastercard,5613513569349333,02/2026,114,Rp18.724.000,02/2020,2025,604,,,,
1628,1251,Mastercard,5144399692785721,11/2029,732,Rp48.983.000,11/2023,2025,604,,,,
1629,1119,Mastercard,5388782065071878,01/2030,712,Rp11.702.000,01/2024,2025,604,,,,
1630,1647,Mastercard,"5,44369E+15",11/2030,591,Rp14.435.000,02/2025,2025,604,,,,
1631,1647,Mastercard,5221540371047992,06/2026,258,Rp33.332.000,06/2020,2025,604,,,,
1632,1848,Mastercard,"5,53779E+15",02/2028,935,Rp31.192.000,02/2022,2025,604,,,,
1633,1871,Mastercard,5342464568793113,02/2026,260,Rp17.519.000,02/2020,2025,604,,,,
1634,1517,Mastercard,5764133440846689,07/2030,480,Rp36.449.000,02/2025,2025,604,,,,
1635,696,Mastercard,5634720557033736,02/2027,644,Rp122.034.000,02/2021,2025,604,,,,
1636,1015,Mastercard,5981150339766533,09/2029,601,Rp38.754.000,09/2023,2025,604,,,,
1637,51,Mastercard,5871278934255113,02/2026,101,Rp42.558.000,02/2020,2025,604,,,,
1639,213,Mastercard,5257903366583683,05/2030,911,Rp59.274.000,02/2025,2025,604,,,,
1640,558,Mastercard,5266232958018519,02/2026,481,Rp5.338.000,02/2020,2025,604,,,,
1641,1068,Mastercard,5479410872087399,02/2026,738,Rp17.816.000,02/2020,2025,604,,,,
1642,204,Mastercard,"5,19046E+15",02/2026,4,Rp29.380.000,02/2020,2025,604,,,,
1643,980,Mastercard,5957544477315197,07/2027,463,Rp42.079.000,07/2021,2025,604,,,,
1644,1847,Mastercard,5867570165176438,03/2029,549,Rp13.650.000,03/2023,2025,604,,,,
1646,1260,Mastercard,5302098419670472,05/2027,517,Rp15.847.000,05/2021,2025,604,,,,
1647,1870,Mastercard,5936696982149215,03/2030,2,Rp29.654.000,02/2025,2025,604,,,,
1648,1906,Mastercard,5092224613044033,10/2026,419,Rp4.269.000,10/2020,2025,604,,,,
1650,1272,Mastercard,5589068436851289,04/2027,771,Rp13.818.000,04/2021,2025,604,,,,
1651,508,Mastercard,5535009995730324,03/2029,63,Rp32.593.000,03/2023,2025,604,,,,
1652,508,Mastercard,5355589517294786,01/2028,850,Rp37.975.000,01/2022,2025,604,,,,
1653,436,Mastercard,5729297445419728,08/2030,288,Rp33.796.000,02/2025,2025,604,,,,
1654,1350,Mastercard,5557084446860843,02/2028,77,Rp15.714.000,02/2022,2025,604,,,,
1656,487,Mastercard,5459374115989094,07/2027,582,Rp44.373.000,07/2021,2025,604,,,,
1657,388,Mastercard,5683216868250723,04/2028,563,Rp8.560.000,04/2022,2025,604,,,,
1658,9,Mastercard,5564349746173182,04/2029,547,Rp3.215.000,04/2023,2025,604,,,,
1659,596,Mastercard,5610919224995166,06/2029,951,Rp16.788.000,06/2023,2025,604,,,,
1660,1715,Mastercard,5729617930802602,11/2027,320,Rp10.707.000,11/2021,2025,604,,,,
1661,426,Mastercard,5848871754957968,06/2027,553,Rp3.322.000,06/2021,2025,604,,,,
1663,1714,Mastercard,5121470572571848,06/2028,529,Rp32.478.000,06/2022,2025,604,,,,
1664,239,Mastercard,5615383905529869,08/2027,586,Rp33.653.000,08/2021,2025,604,,,,
1665,893,Mastercard,"5,36957E+15",04/2027,867,Rp16.589.000,04/2021,2025,604,,,,
1666,67,Mastercard,5118561237234384,08/2027,568,Rp5.231.000,08/2021,2025,604,,,,
1667,1205,Mastercard,5443778159540147,09/2026,232,Rp38.699.000,09/2020,2025,604,,,,
1668,1205,Mastercard,5493715627792702,04/2029,704,Rp44.949.000,04/2023,2025,604,,,,
1669,626,Mastercard,5739105038876054,12/2028,372,Rp88.545.000,12/2022,2025,604,,,,
1670,1953,Mastercard,5398962399583431,07/2026,114,Rp12.955.000,07/2020,2025,604,,,,
1671,1190,Mastercard,5944674876283297,08/2030,993,Rp37.350.000,02/2025,2025,604,,,,
1672,1970,Mastercard,5062306533983208,03/2029,742,Rp4.068.000,03/2023,2025,604,,,,
1673,1337,Mastercard,5980522152211543,02/2026,92,Rp21.296.000,02/2020,2025,604,,,,
1674,594,Mastercard,5546505776191834,10/2030,791,Rp37.184.000,02/2025,2025,604,,,,
1675,293,Mastercard,5972618168179479,02/2026,125,Rp33.475.000,02/2020,2025,604,,,,
1676,293,Mastercard,5622260338088914,03/2028,353,Rp14.592.000,03/2022,2025,604,,,,
1677,293,Mastercard,5113831870392064,02/2026,861,Rp19.769.000,02/2020,2025,604,,,,
1678,1868,Mastercard,5892320192852356,02/2026,635,Rp21.182.000,02/2020,2025,604,,,,
1679,681,Mastercard,5385090311326949,04/2027,909,Rp1.153.000,04/2021,2025,604,,,,
1680,240,Mastercard,5398809165910933,02/2026,379,Rp23.009.000,02/2020,2025,604,,,,
1681,178,Mastercard,"5,27152E+15",12/2026,148,Rp39.815.000,12/2020,2025,604,,,,
1682,938,Mastercard,"5,2488E+15",02/2026,836,Rp27.374.000,02/2020,2025,604,,,,
1683,1038,Mastercard,5218366662865531,02/2026,935,Rp12.866.000,02/2020,2025,604,,,,
1684,1488,Mastercard,5999258860780535,06/2030,737,Rp26.251.000,02/2025,2025,604,,,,
1685,444,Mastercard,5084870986694899,01/2029,429,Rp19.194.000,01/2023,2025,604,,,,
1686,1505,Mastercard,5197842817300174,12/2028,763,Rp18.985.000,12/2022,2025,604,,,,
1687,1623,Mastercard,5430424247547757,02/2026,262,Rp11.297.000,02/2020,2025,604,,,,
1688,761,Mastercard,5190760062981855,03/2026,810,Rp34.199.000,03/2020,2025,604,,,,
1689,761,Mastercard,5705900872232418,06/2028,550,Rp26.202.000,06/2022,2025,604,,,,
1691,117,Mastercard,5365464128698342,03/2027,127,Rp8.429.000,03/2021,2025,604,,,,
1692,1051,Mastercard,5158541599253887,10/2027,471,Rp22.123.000,10/2021,2025,604,,,,
1694,587,Mastercard,5893624216668665,05/2029,56,Rp16.263.000,05/2023,2025,604,,,,
1695,389,Mastercard,5854024331185026,04/2030,531,Rp21.933.000,02/2025,2025,604,,,,
1696,1829,Mastercard,5344350231485244,07/2030,361,Rp10.355.000,02/2025,2025,604,,,,
1697,1252,Mastercard,5873838154222952,02/2026,759,Rp43.235.000,02/2020,2025,604,,,,
1698,935,Mastercard,5081978309209093,01/2028,860,Rp30.992.000,01/2022,2025,604,,,,
1701,1185,Mastercard,"5,80252E+15",07/2027,566,Rp35.072.000,07/2021,2025,604,,,,
1703,903,Mastercard,5270606118993945,12/2027,99,Rp16.474.000,12/2021,2025,604,,,,
1704,279,Mastercard,5201739490879007,03/2028,620,Rp13.336.000,03/2022,2025,604,,,,
1705,1143,Mastercard,5313259691069761,08/2028,972,Rp33.180.000,08/2022,2025,604,,,,
1706,1841,Mastercard,5207003416805344,07/2026,717,Rp19.551.000,07/2020,2025,604,,,,
1707,1982,Mastercard,5979667204791664,02/2026,983,Rp39.153.000,02/2020,2025,604,,,,
1708,1850,Mastercard,5756191460540395,07/2028,627,Rp13.577.000,07/2022,2025,604,,,,
1709,516,Mastercard,5777389371749147,07/2030,168,Rp18.420.000,02/2025,2025,604,,,,
1710,620,Mastercard,5320405483471856,05/2027,18,Rp24.989.000,05/2021,2025,604,,,,
1711,1632,Mastercard,5694156503465821,10/2027,775,Rp3.552.000,10/2021,2025,604,,,,
1712,1132,Mastercard,5948144196319683,07/2027,785,Rp36.713.000,07/2021,2025,604,,,,
1713,1025,Mastercard,5948594944639664,02/2026,386,Rp21.273.000,02/2020,2025,604,,,,
1714,1274,Mastercard,5036985513287237,10/2030,867,Rp28.272.000,02/2025,2025,604,,,,
1718,1593,Mastercard,5846041795591669,02/2026,788,Rp20.615.000,02/2020,2025,604,,,,
1719,1333,Mastercard,5664344247149202,11/2027,184,Rp5.593.000,11/2021,2025,604,,,,
1720,574,Mastercard,5943886556523564,09/2027,437,Rp19.612.000,09/2021,2025,604,,,,
1722,574,Mastercard,5544918910984279,05/2026,158,Rp13.807.000,05/2020,2025,604,,,,
1723,30,Mastercard,5683330455656295,02/2026,447,Rp14.118.000,02/2020,2025,604,,,,
1725,1550,Mastercard,5447265501719265,11/2027,636,Rp21.495.000,11/2021,2025,604,,,,
1726,315,Mastercard,5046535005565011,03/2029,821,Rp25.446.000,03/2023,2025,604,,,,
1727,836,Mastercard,"5,17252E+15",02/2026,817,Rp28.652.000,02/2020,2025,604,,,,
1728,1761,Mastercard,5990008776952532,02/2026,386,Rp3.132.000,02/2020,2025,604,,,,
1729,215,Mastercard,5532144053662492,01/2027,154,Rp31.377.000,01/2021,2025,604,,,,
1730,1316,Mastercard,5894488780147229,02/2026,182,Rp18.133.000,02/2020,2025,604,,,,
1731,333,Mastercard,5689212244021237,08/2028,924,Rp22.443.000,08/2022,2025,604,,,,
1732,1264,Mastercard,5482357093415075,11/2030,625,Rp22.583.000,02/2025,2025,604,,,,
1733,1099,Mastercard,5805568930094664,06/2029,887,Rp5.492.000,06/2023,2025,604,,,,
1734,6,Mastercard,5070662282651105,02/2026,516,Rp22.907.000,02/2020,2025,604,,,,
1735,1819,Mastercard,5674572566243618,10/2028,702,Rp24.279.000,10/2022,2025,604,,,,
1736,36,Mastercard,5402670262764803,07/2027,292,Rp13.686.000,07/2021,2025,604,,,,
1737,1708,Mastercard,5932803595236806,12/2030,567,Rp36.710.000,02/2025,2025,604,,,,
1738,271,Mastercard,5758903151118803,12/2027,876,Rp3.303.000,12/2021,2025,604,,,,
1739,517,Mastercard,5814657967124433,09/2027,53,Rp12.555.000,09/2021,2025,604,,,,
1740,495,Mastercard,5622967893451771,10/2028,227,Rp26.276.000,10/2022,2025,604,,,,
1741,166,Mastercard,5733441683735973,02/2026,667,Rp17.320.000,02/2020,2025,604,,,,
1742,167,Mastercard,5067574894573935,09/2029,755,Rp17.887.000,09/2023,2025,604,,,,
1743,853,Mastercard,5994692166168768,03/2026,708,Rp35.773.000,03/2020,2025,604,,,,
1744,769,Mastercard,5648870697869377,02/2026,686,Rp27.666.000,02/2020,2025,604,,,,
1745,958,Mastercard,5505033368140306,10/2029,281,Rp16.854.000,10/2023,2025,604,,,,
1747,160,Mastercard,5043025719349382,10/2028,212,Rp19.270.000,10/2022,2025,604,,,,
1748,1329,Mastercard,5586967087960864,07/2029,920,Rp13.573.000,07/2023,2025,604,,,,
1749,833,Mastercard,5886331202952827,04/2029,569,Rp26.651.000,04/2023,2025,604,,,,
1750,208,Mastercard,5973418253600951,05/2029,54,Rp48.896.000,05/2023,2025,604,,,,
1752,1999,Mastercard,"5,24527E+15",01/2027,956,Rp23.370.000,01/2021,2025,604,,,,
1753,614,Mastercard,5173250188599461,02/2026,842,Rp20.129.000,02/2020,2025,604,,,,
1754,1545,Mastercard,5237713667538127,02/2026,674,Rp30.272.000,02/2020,2025,604,,,,
1755,537,Mastercard,5741088763813563,02/2026,480,Rp58.001.000,02/2020,2025,604,,,,
1756,537,Mastercard,"5,25981E+15",02/2026,147,Rp44.651.000,02/2020,2025,604,,,,
1757,628,Mastercard,5257083044708319,02/2030,600,Rp70.467.000,02/2025,2025,604,,,,
1758,111,Mastercard,5805865464891142,02/2026,145,Rp14.217.000,02/2020,2025,604,,,,
1759,312,Mastercard,5207403371427185,05/2026,462,Rp30.773.000,05/2020,2025,604,,,,
1760,174,Mastercard,5013028791214183,04/2029,910,Rp29.416.000,04/2023,2025,604,,,,
1761,174,Mastercard,5879193554887191,10/2026,924,Rp21.547.000,10/2020,2025,604,,,,
1762,174,Mastercard,5012988175512442,12/2027,188,Rp32.357.000,12/2021,2025,604,,,,
1763,1805,Mastercard,5145463747127185,11/2029,913,Rp13.336.000,11/2023,2025,604,,,,
1764,1278,Mastercard,5309146201291578,02/2026,566,Rp33.104.000,02/2020,2025,604,,,,
1765,588,Mastercard,5800888888822204,02/2026,80,Rp41.210.000,02/2020,2025,604,,,,
1766,192,Visa,4857799018106614,07/2027,930,Rp40.008.000,07/2021,2025,604,,,,
1767,192,Visa,4324062360619923,02/2026,358,Rp29.248.000,02/2020,2025,604,,,,
1768,1094,Visa,4508388296516458,02/2027,364,Rp11.611.000,02/2021,2025,604,,,,
1769,429,Visa,4668447208616693,02/2026,314,Rp7.236.000,02/2020,2025,604,,,,
1770,309,Visa,4800116569994473,12/2026,201,Rp8.786.000,12/2020,2025,604,,,,
1771,1689,Visa,4509365132510769,03/2026,281,Rp10.355.000,03/2020,2025,604,,,,
1773,749,Visa,4360859456629853,11/2028,428,Rp18.629.000,11/2022,2025,604,,,,
1774,1493,Visa,4079516725179269,04/2029,72,Rp35.618.000,04/2023,2025,604,,,,
1775,713,Visa,4409545480052957,11/2030,528,Rp13.180.000,02/2025,2025,604,,,,
